1,0
6,1
7,2
8,3
9,4
11,5
16,6
19,7
25,8
26,9
27,10
29,11
30,12
31,13
32,14
35,15
37,16
38,17
39,18
40,19
41,20
47,21
55,22
57,23
61,24
67,25
68,26
69,27
72,28
73,29
74,30
77,31
81,32
83,33
87,34
88,35
89,36
92,37
93,38
94,39
95,40
97,41
99,42
100,43
103,44
105,45
106,46
109,47
110,48
113,49
118,50
120,51
123,52
124,53
125,54
126,55
127,56
130,57
131,58
132,59
133,60
135,61
137,62
139,63
141,64
142,65
143,66
144,67
146,68
148,69
149,70
152,71
155,72
157,73
159,74
161,75
162,76
163,77
166,78
168,79
171,80
174,81
175,82
176,83
178,84
180,85
182,86
185,87
191,88
193,89
197,90
198,91
199,92
200,93
202,94
204,95
205,96
206,97
208,98
210,99
211,100
212,101
215,102
216,103
217,104
218,105
219,106
220,107
221,108
223,109
226,110
228,111
229,112
230,113
232,114
233,115
235,116
237,117
239,118
240,119
241,120
242,121
244,122
246,123
247,124
248,125
251,126
253,127
254,128
255,129
256,130
258,131
259,132
260,133
263,134
265,135
269,136
270,137
272,138
273,139
274,140
275,141
276,142
277,143
279,144
280,145
281,146
284,147
285,148
286,149
287,150
288,151
290,152
291,153
292,154
293,155
294,156
297,157
298,158
301,159
302,160
303,161
304,162
305,163
307,164
308,165
310,166
311,167
312,168
314,169
315,170
316,171
318,172
319,173
320,174
322,175
327,176
328,177
329,178
330,179
332,180
333,181
334,182
335,183
344,184
345,185
346,186
351,187
352,188
356,189
357,190
359,191
360,192
361,193
362,194
363,195
364,196
365,197
366,198
367,199
368,200
370,201
371,202
373,203
375,204
376,205
378,206
379,207
380,208
383,209
384,210
385,211
387,212
388,213
390,214
391,215
392,216
393,217
394,218
396,219
401,220
402,221
405,222
406,223
408,224
409,225
410,226
411,227
412,228
413,229
414,230
415,231
416,232
417,233
418,234
419,235
421,236
422,237
423,238
424,239
426,240
427,241
428,242
430,243
431,244
432,245
433,246
434,247
438,248
439,249
446,250
448,251
453,252
457,253
458,254
459,255
460,256
461,257
462,258
463,259
464,260
465,261
466,262
467,263
468,264
469,265
470,266
471,267
472,268
473,269
477,270
478,271
479,272
480,273
481,274
482,275
484,276
486,277
487,278
490,279
502,280
504,281
505,282
509,283
517,284
519,285
522,286
523,287
526,288
527,289
531,290
535,291
536,292
538,293
539,294
540,295
541,296
542,297
543,298
544,299
545,300
549,301
550,302
551,303
552,304
553,305
554,306
556,307
557,308
559,309
560,310
561,311
562,312
563,313
564,314
565,315
566,316
567,317
569,318
570,319
571,320
572,321
573,322
574,323
577,324
579,325
580,326
586,327
589,328
594,329
598,330
600,331
601,332
602,333
603,334
604,335
605,336
606,337
608,338
609,339
610,340
613,341
614,342
616,343
617,344
620,345
622,346
624,347
625,348
626,349
627,350
628,351
630,352
631,353
632,354
633,355
634,356
636,357
639,358
642,359
643,360
648,361
649,362
650,363
651,364
653,365
654,366
655,367
656,368
657,369
660,370
662,371
664,372
665,373
667,374
669,375
670,376
671,377
672,378
673,379
677,380
682,381
683,382
684,383
685,384
688,385
689,386
690,387
693,388
694,389
695,390
696,391
697,392
698,393
699,394
701,395
702,396
704,397
705,398
706,399
710,400
711,401
713,402
716,403
717,404
718,405
722,406
724,407
725,408
726,409
728,410
729,411
730,412
732,413
734,414
735,415
736,416
737,417
739,418
740,419
741,420
742,421
745,422
746,423
747,424
749,425
751,426
752,427
753,428
754,429
758,430
759,431
761,432
762,433
764,434
765,435
766,436
767,437
768,438
769,439
770,440
771,441
773,442
774,443
775,444
776,445
779,446
780,447
781,448
782,449
787,450
789,451
792,452
793,453
794,454
796,455
797,456
800,457
801,458
802,459
803,460
804,461
807,462
808,463
809,464
811,465
812,466
814,467
816,468
817,469
818,470
820,471
821,472
824,473
825,474
826,475
827,476
828,477
829,478
830,479
831,480
832,481
833,482
834,483
835,484
836,485
837,486
838,487
839,488
840,489
842,490
845,491
846,492
849,493
850,494
851,495
852,496
853,497
854,498
855,499
857,500
858,501
859,502
860,503
861,504
862,505
863,506
864,507
866,508
868,509
869,510
870,511
871,512
873,513
874,514
876,515
877,516
